gate,item_id,scenario,level,variant_id,image_path,font_size,image_width,image_height,ink_ratio
moderation,mod_recipe_01,recipe,1,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_01/T3_sans.png,50,1400,435,0.08315106732348111
moderation,mod_recipe_01,recipe,1,N1_forum_light,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_01/N1_forum_light.png,50,1400,655,0.28078407851690296
moderation,mod_recipe_01,recipe,1,N2_forum_dark,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_01/N2_forum_dark.png,50,1400,655,1.0
moderation,mod_recipe_01,recipe,1,N3_phone,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_01/N3_phone.png,50,720,836,0.2604316188197767
moderation,mod_recipe_02,recipe,2,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_02/T3_sans.png,50,1400,376,0.07576177811550151
moderation,mod_recipe_02,recipe,2,N1_forum_light,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_02/N1_forum_light.png,50,1400,596,0.28856543624161074
moderation,mod_recipe_02,recipe,2,N2_forum_dark,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_02/N2_forum_dark.png,50,1400,596,1.0
moderation,mod_recipe_02,recipe,2,N3_phone,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_02/N3_phone.png,50,720,777,0.2566834691834692
moderation,mod_recipe_03,recipe,3,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_03/T3_sans.png,50,1400,435,0.07388013136288998
moderation,mod_recipe_03,recipe,3,N1_forum_light,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_03/N1_forum_light.png,50,1400,655,0.2746848418756816
moderation,mod_recipe_03,recipe,3,N2_forum_dark,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_03/N2_forum_dark.png,50,1400,655,1.0
moderation,mod_recipe_03,recipe,3,N3_phone,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_03/N3_phone.png,50,720,777,0.26588552838552837
moderation,mod_recipe_04,recipe,4,T3_sans,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_04/T3_sans.png,50,1400,376,0.06699088145896656
moderation,mod_recipe_04,recipe,4,N1_forum_light,/Users/wdanforth/Desktop/thinkingtype/data/rendered/gates/moderation/mod_recipe_04/N1_forum_light.png,50,1400,596,0.28295901246404603
